query,candidate_doi,label,candidate_year,candidate_title,crossref_score,true_doi,candidate_rank,candidate_author,query_author
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211-007,0,2020.0,Chapter 7. Identity and pragmatic language use through ELF,69.82153,10.1515/jelf-2022-2066,3,,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211-002,0,2020.0,"Chapter 2. Language, identity and second language users through an ELF lens",69.80155,10.1515/jelf-2022-2066,4,,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211-003,0,2020.0,Chapter 3. Exploring ELF users’ identities and pragmatic language use,69.11456,10.1515/jelf-2022-2066,5,,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.4324/9781351184335-13,0,2018.0,Identity and pragmatic language use among East Asian ELF speakers and its implications for English-medium education,67.059975,10.1515/jelf-2022-2066,6,Yoko Nogami,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211-fm,0,2020.0,Frontmatter,64.28025,10.1515/jelf-2022-2066,7,,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211-202,0,2020.0,Acknowledgements,64.28025,10.1515/jelf-2022-2066,8,,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211-010,0,2020.0,References,64.11932,10.1515/jelf-2022-2066,9,,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211-toc,0,2020.0,Contents,64.106415,10.1515/jelf-2022-2066,10,,Miyuki Takino
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.24985/ijass.2014.26.2.99,1,2014.0,Sports Talent Identification and Selection in Korea,64.24291,10.24985/ijass.2014.26.2.99,1,Byounggoo Ko, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.24985/kjss.2016.27.4.714,0,2016.0,Cardiorespiratory Fitness Among Korean Adults: 2014-2015 Korea Institute of Sports Science Fitness Standards (KISS FitS) Project,31.788826,10.24985/ijass.2014.26.2.99,2,박세정, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.1177/17479541261427009,0,2026.0,"Talent identification, talent selection, and talent development of early- and late-maturing players at a Norwegian elite soccer academy",30.995787,10.24985/ijass.2014.26.2.99,3,Elias Williksen, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.23736/s0022-4707.25.16996-x,0,2025.0,A qualitative study of talent identification and selection in youth soccer: talent scouts' perceptions,29.817757,10.24985/ijass.2014.26.2.99,4,Walter STEENBOK, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.4324/9781315796253-26,0,2014.0,Talent identification and talent transfer,29.722853,10.24985/ijass.2014.26.2.99,5,, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.14195/978-989-26-1169-3_8,0,,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,27.660973,10.24985/ijass.2014.26.2.99,6,Vaclav Bunc, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.14195/978-989-26-0506-7_8,0,2010.0,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,27.57135,10.24985/ijass.2014.26.2.99,7,Vaclav Bunc, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.1007/s40279-014-0221-7,0,2014.0,Conventional and Genetic Talent Identification in Sports: Will Recent Developments Trace Talent?,27.311983,10.24985/ijass.2014.26.2.99,8,Sarah Breitbach, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.5005/jp/books/11694_13,0,2012.0,Identification of Talent in Sports,26.882301,10.24985/ijass.2014.26.2.99,9,Swapan Dey, Byounggoo Ko
Sports Talent Identification and Selection in Korea  Byounggoo Ko,10.1109/access.2025.3562551,0,2025.0,SCM-DL: Split-Combine-Merge Deep Learning Model Integrated With Feature Selection in Sports for Talent Identification,26.67344,10.24985/ijass.2014.26.2.99,10,Didem Abidin, Byounggoo Ko
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1515/jnet-2015-0064,1,2016.0,Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity,86.53334,10.1515/jnet-2015-0064,1,Antonio Brasiello,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1063/1.5045963,0,2018.0,Application of the theory of stochastic processes possessing finite propagation velocity to transport problems in polymeric systems,57.224865,10.1515/jnet-2015-0064,2,Antonio Brasiello,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1103/physrevx.12.021004,0,2022.0,Extended Poisson-Kac Theory: A Unifying Framework for Stochastic Processes with Finite Propagation Velocity,52.37943,10.1515/jnet-2015-0064,3,Massimiliano Giona,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.3390/e24020201,0,2022.0,Spectral Properties of Stochastic Processes Possessing Finite Propagation Velocity,46.341156,10.1515/jnet-2015-0064,4,Massimiliano Giona,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1140/epjst/e2017-70010-6,0,2017.0,Kac limit and thermodynamic characterization of stochastic dynamics driven by Poisson-Kac fluctuations,42.22351,10.1515/jnet-2015-0064,5,Massimiliano Giona,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1088/1751-8121/aa79d4,0,2017.0,Stochastic foundations of undulatory transport phenomena: generalized Poisson–Kac processes—part I basic theory,42.21167,10.1515/jnet-2015-0064,6,Massimiliano Giona,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1088/1751-8121/aa79c5,0,2017.0,"Stochastic foundations of undulatory transport phenomena: generalized Poisson–Kac processes—part II Irreversibility, norms and entropies",41.58633,10.1515/jnet-2015-0064,7,Massimiliano Giona,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1088/1751-8121/aa79d6,0,2017.0,Stochastic foundations of undulatory transport phenomena: generalized Poisson–Kac processes—part III extensions and applications to kinetic theory and transport,39.6192,10.1515/jnet-2015-0064,8,Massimiliano Giona,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1088/1742-5468/aa58a5,0,2017.0,"Markovian nature, completeness, regularity and correlation properties of generalized Poisson-Kac processes",38.9086,10.1515/jnet-2015-0064,9,Massimiliano Giona,Antonio Brasiello
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello,10.1515/jnet-2015-0063,0,2016.0,Generalized Poisson–Kac Processes: Basic Properties and Implications in Extended Thermodynamics and Transport,38.77081,10.1515/jnet-2015-0064,10,Massimiliano Giona,Antonio Brasiello
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.1515/jpem-2022-0300,1,2022.0,Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey,75.595634,10.1515/jpem-2022-0300,1,Ugo N. Chikani,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.58539/jnids.2023.2108,0,2023.0,Pattern of Presentation of Monkey Pox Disease in a Nigerian Tertiary Hospital.,36.52388,10.1515/jpem-2022-0300,2,Chika-Igwenyi,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.47837/cmj.19770126.nma.2017512161,0,2017.0,PATTERN OF PAEDIATRIC ENDOCRINE DISORDERS AS SEEN AT A TERTIARY HEALTH FACILITY IN SOKOTO OVER A 4 -YEAR PERIOD,36.07049,10.1515/jpem-2022-0300,3,Ugege MO,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.33140/jgrm/02/01/00004,0,2018.0,A Five-Year Survey of Cervical Cerclage at a Nigerian Tertiary Hospital,34.843494,10.1515/jpem-2022-0300,4,,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.4314/njp.v49i1.12,0,2022.0,"Paediatric endocrine disorders at a tertiary hospital in Lagos, Nigeria",34.38496,10.1515/jpem-2022-0300,5,Ibironke Jadesola Akinola,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.4314/tjhc.v29i4.3,0,2022.0,Drug utilization pattern among paediatric asthma patients attending the respiratory clinic of a Nigerian tertiary hospital: a five-year retrospective survey,34.067554,10.1515/jpem-2022-0300,6,K. C. Amorha,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.4103/njcp.njcp_41_19,0,2020.0,Pattern of Presentation and Surgical Management of Spine Tumors in Southeast Nigeria over a 10-Year Period,33.315887,10.1515/jpem-2022-0300,7,MC Chikani,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.4314/njp.v41i4.5,0,2014.0,Paediatric endocrine disorders as seen at the University of Benin Teaching Hospital over a ten-year period,33.27504,10.1515/jpem-2022-0300,8,AN Onyiriuka,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.4314/ijmu.v11i2.6,0,2016.0,Pattern of gunshot deaths in a Nigerian Tertiary Health Institution,32.842014,10.1515/jpem-2022-0300,9,UO Eze,Ugo N. Chikani
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey Ugo N. Chikani,10.9734/ajpr/2019/v2i230103,0,2019.0,Pattern of Paediatric Endocrine Disorders According to ICD-10 Classification in a Tertiary Centre in Southern Nigeria,32.24929,10.1515/jpem-2022-0300,10,Jaja Tamunopriye,Ugo N. Chikani
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.2139/ssrn.4069359,1,2022.0,An Infinite Hidden Markov Model with Stochastic Volatility,52.00145,10.2139/ssrn.4069359,1,Chenxing Li,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.1002/for.3123,0,2024.0,An infinite hidden Markov model with stochastic volatility,46.722847,10.2139/ssrn.4069359,2,Chenxing Li,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.2139/ssrn.5580230,0,2025.0,Modeling Financial Volatility with Hidden Markov and Stochastic Volatility Models,38.885532,10.2139/ssrn.4069359,3,Jeremy Duriez,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.32657/10356/20675,0,,A new hidden Markov-switching volatility model,38.387745,10.2139/ssrn.4069359,4,Xin Yi Liu,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.2139/ssrn.5087900,0,2025.0,An Infinite Hidden Markov Model with GARCH for Short-Term Interest Rates,37.704597,10.2139/ssrn.4069359,5,Chenxing Li,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.5351/kjas.2023.36.1.085,0,2023.0,Hidden Markov model with stochastic volatility for estimating bitcoin price volatility,37.29404,10.2139/ssrn.4069359,6,Tae Hyun Kang,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.1007/978-0-387-84854-9_1,0,,Hidden Markov Model Processing,37.056175,10.2139/ssrn.4069359,7,,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.1007/978-1-4899-7442-6_2,0,2014.0,Stochastic Volatility or Stochastic Central Tendency: Evidence from a Hidden Markov Model of the Short-Term Interest Rate,36.031097,10.2139/ssrn.4069359,8,Craig A. Wilson,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.32469/10355/4795,0,,Volatility estimation and price prediction using a hidden Markov model with empirical study,35.56052,10.2139/ssrn.4069359,9,Pei Yin,Chenxing Li
An Infinite Hidden Markov Model with Stochastic Volatility Chenxing Li,10.1016/j.spa.2024.104381,0,2024.0,Volatility estimation of hidden Markov processes and adaptive filtration,34.70301,10.2139/ssrn.4069359,10,Yury A. Kutoyants,Chenxing Li
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.3788/cjl220713,1,2023.0,空间站冷原子柜超高真空腔内射频天线的研制,125.00723,10.3788/cjl220713,1,谢昱 Xie Yu,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.37155/2717-5170-0801-14,0,2026.0,真空焊箱温度控制系统的PID参数优化研究,65.41624,10.3788/cjl220713,2,超 高,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.33142/ec.v2i6.396,0,2019.0,高压变频器采用空水冷在水泵站的应用,64.51203,10.3788/cjl220713,3,晓娇 孙,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.1360/ze2012-42-1-57,0,2012.0,封闭空间内空气自然对流的非线性特性的实验研究,64.28919,10.3788/cjl220713,4,利 白,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.3788/col20100808.0735,0,2010.0,利用对射原子团的空间冷原子钟,61.347393,10.3788/cjl220713,5,Desheng Lv,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.3788/lop20084502.0011,0,2008.0,光诱导光子晶格中非线性空间频谱整形和带隙孤子串的实现,60.649616,10.3788/cjl220713,6,楼慈波 楼慈波,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.37155/2717-5197-0504-15,0,2023.0,真空贮槽环形空间尺寸测量工装的发明及应用,59.478897,10.3788/cjl220713,7,万 成,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.12677/japc.2026.151003,0,2026.0,Preparation and Application Advances in Sky Radiative Cooling Technology,58.564224,10.3788/cjl220713,8,孝雪 邹,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.37155/2717-5170-0701-34,0,2025.0,无线电广播发射天线的多频段特性与辐射效率研究,58.531677,10.3788/cjl220713,9,迟玉强,谢昱 Xie Yu
空间站冷原子柜超高真空腔内射频天线的研制 谢昱 Xie Yu,10.37155/2717-5197-0624-53,0,2024.0,提高空调制冷系统效率的方法,58.02426,10.3788/cjl220713,10,戢桂华,谢昱 Xie Yu
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO Paulo Sacchi,10.33871/26747170.2020.2.1.3354,1,2020.0,DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO,207.11563,10.33871/26747170.2020.2.1.3354,1,Paulo Sacchi,Paulo Sacchi
